,web-scraper-order,web-scraper-start-url,links,links-href,user,comment,date
404,1574881352-15806,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Is The Battery Charger Safe?,https://www.vaportalk.com/forum/topic/4050-is-the-battery-charger-safe/,VT Member,,
405,1574881176-15335,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,The Need To Drop The Nicotine,https://www.vaportalk.com/forum/topic/2243-the-need-to-drop-the-nicotine/,O.G Sin,,
406,1574881314-15544,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And Cats,https://www.vaportalk.com/forum/topic/2678-pg-and-cats/,,"On 12/22/2009 at 3:07 PM, BirdDog said: 
I wouldn't worry about the vapor part. Just keep your liquids, atomizers and carts away from pets and children.


My dogs really love the smell of the Apple Cider liquid that I got from Johnson's Creek, so I have been even more careful than usual (which is pretty careful) with what I do with this stuff around them.  I can understand their curiosity, because this Apple Cider Liquid is the best liquid I have ever tasted!  Too bad that JC only makes it a Christmas time.",
407,1574881098-15209,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,New Health And Safety Forum,https://www.vaportalk.com/forum/topic/1633-new-health-and-safety-forum/,The Godfather,,
408,1574881768-16736,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,Contributing Vaper,,
409,1574881674-16601,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Hacking A Lung?,https://www.vaportalk.com/forum/topic/7479-hacking-a-lung/,,"If youre still coughing up the black boogers its probably just that your lungs are still healing. I read somewhere once that it could take years after quitting smoking for your lungs to finally heal. It was a poster in a clinic I used to go to, just see it through you should be ok, and kick yourself in the bottom for smoking so long... lol! Old people have it way worse than us youngins, cause after 20-30 years of smoking its like using a rusty gas tank in a car.. itll get better im sure with time!!",
410,1574881768-16760,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,,"I just did it. Although the words  vaping, and vapers  in español sounds funny as hell!  lol!!!",
411,1574881363-15926,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,,,"January 30, 2010"
412,1574881428-16499,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Kinda Weird!,https://www.vaportalk.com/forum/topic/5039-kinda-weird/,,,"April 13, 2010"
413,1574881371-16026,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Poisons In E-Juice?,https://www.vaportalk.com/forum/topic/3962-poisons-in-e-juice/,,,"March 5, 2010"
414,1574881343-15731,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Ejuice Absorption Through The Skin,https://www.vaportalk.com/forum/topic/2630-ejuice-absorption-through-the-skin/,New Vaper,,
415,1574881411-16269,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Throat Burn,https://www.vaportalk.com/forum/topic/5740-throat-burn/,,"It could just be caused from when you start using it. I mean like, this same thing may happen to you in the morning if you started then instead of the afternoon. I always get amazing throat hit in the morning, it wakes my throat up.

Smoking an analog in the morning was always a little rough then as the day went on it got less harsh.",
416,1574881346-15783,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Where Is It?,https://www.vaportalk.com/forum/topic/4159-where-is-it/,,"Just found it  Guess it wasnt pinned after all, lol. Here it is just in case anyone has anything to say on this issue. http://www.vaportalk.com/forum/forum/index.php?/topic/1713-common-symptoms-when-vaping/",
417,1574881107-15239,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lets Talk Seriously About Nicotine,https://www.vaportalk.com/forum/topic/1920-lets-talk-seriously-about-nicotine/,Vapor Talk Respected Member,,
418,1574881303-15423,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Nic. Inhaled Paralyzes Parts Of The Lungs,https://www.vaportalk.com/forum/topic/2299-nic-inhaled-paralyzes-parts-of-the-lungs/,,"On 11/18/2009 at 10:07 PM, vapemudgeon said: 
Eggs are good for you no bad for you. The world is freezing no its warming........ People shoot at anything they aren't involved in. I googled nicotine and lung paralysis and found plenty of information on the subject. Just browsing it seems it was all in regards to smoking. So, is the claim, due to nicotine or any of the other thousands of chemicals in cigarettes. Lets face it chronically ingesting any foreign chemical into your body, whether it be nicotine, caffeine, alcohol, smog or nuclear waste can't be good for long term health.... But neither is driving on the freeway !!!

No one gets out of here alive !!!


Very well put.  I hope you don't mind I copy, pasted and texted this to my friend.  I got a kick out of it I know she will too.   Thanks",
419,1574881670-16573,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,E-Cig Test,https://www.vaportalk.com/forum/topic/5235-e-cig-test/,,,"September 1, 2010"
420,1574881422-16403,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping Around Children,https://www.vaportalk.com/forum/topic/6707-vaping-around-children/,Mega Vaper,,
421,1574881407-16216,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,American Lung Association Vs. Electronic Cigarettes,https://www.vaportalk.com/forum/topic/5076-american-lung-association-vs-electronic-cigarettes/,Mega Vaper,,
422,1574881768-16783,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,,,"September 10, 2010"
423,1574881107-15254,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lets Talk Seriously About Nicotine,https://www.vaportalk.com/forum/topic/1920-lets-talk-seriously-about-nicotine/,VT Member,,
424,1574881365-15959,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,What My Doctor Said...,https://www.vaportalk.com/forum/topic/3442-what-my-doctor-said/,,,"January 14, 2010"
425,1574881419-16383,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,E Cig Safety,https://www.vaportalk.com/forum/topic/6439-e-cig-safety/,VT Member,,
426,1574881311-15493,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Going To The Gym,https://www.vaportalk.com/forum/topic/3260-going-to-the-gym/,E-Cig Supplier,,
427,1574881371-16017,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Poisons In E-Juice?,https://www.vaportalk.com/forum/topic/3962-poisons-in-e-juice/,,,"February 9, 2010"
428,1574881159-15332,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,The Effects Of Vaping,https://www.vaportalk.com/forum/topic/2235-the-effects-of-vaping/,,,"November 17, 2009"
429,1574881343-15777,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Ejuice Absorption Through The Skin,https://www.vaportalk.com/forum/topic/2630-ejuice-absorption-through-the-skin/,,,"February 2, 2010"
430,1574881407-16254,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,American Lung Association Vs. Electronic Cigarettes,https://www.vaportalk.com/forum/topic/5076-american-lung-association-vs-electronic-cigarettes/,,,"April 16, 2010"
431,1574881424-16460,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Pg And Vg,https://www.vaportalk.com/forum/topic/6357-pg-and-vg/,,,"August 7, 2010"
432,1574881367-15971,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Headaches With 24Mg?,https://www.vaportalk.com/forum/topic/4368-headaches-with-24mg/,Super Vaper,,
433,1574881403-16168,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,General Vaping Question From A Noobie,https://www.vaportalk.com/forum/topic/5185-general-vaping-question-from-a-noobie/,Vapor Talk Veteran,,
434,1574881674-16584,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Hacking A Lung?,https://www.vaportalk.com/forum/topic/7479-hacking-a-lung/,Mega Vaper,,
435,1574881363-15872,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,The Veteran Vaper,,
436,1574881336-15659,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Discrimination?,https://www.vaportalk.com/forum/topic/3635-discrimination/,,,"January 26, 2010"
437,1574881385-16115,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nicotine Detox Kit,https://www.vaportalk.com/forum/topic/4865-nicotine-detox-kit/,Insane Vaper,,
438,1574881355-15834,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,It Burns!,https://www.vaportalk.com/forum/topic/3627-it-burns/,Fadora Vapor FDA Vape War Casualty,,
439,1574881750-16713,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Pg Could Be Good For Us!,https://www.vaportalk.com/forum/topic/7645-pg-could-be-good-for-us/,Insane Vaper,,
440,1574881343-15771,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Ejuice Absorption Through The Skin,https://www.vaportalk.com/forum/topic/2630-ejuice-absorption-through-the-skin/,,,"January 15, 2010"
441,1574881373-16042,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Comparison Of Carcinogen Levels Shows That Electronic Cigarettes Are Much Safer Than Conventional Ones,https://www.vaportalk.com/forum/topic/4443-comparison-of-carcinogen-levels-shows-that-electronic-cigarettes-are-much-safer-than-conventional-ones/,,"Ya, that was a great article. He made some very good points.",
442,1574881330-15578,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Safety: Vape Vs Smoke,https://www.vaportalk.com/forum/topic/3569-safety-vape-vs-smoke/,,"On 1/20/2010 at 8:53 AM, kitsune said: 
No longer putting new burn holes in the seats of my Jeep, couch, carpet, counter tops, clothes....

Never actually caught anything on fire....some nice burn holes in things however(with cigs not e-cigs).


And don't forget to add ""clothes"" to that list !  I don't know how many jackets and shirts I've had get those little pesky ash holes when I was smoking and the wind took effect!  Thank goodness I found vaping.

Nevermind.. I just learned how to read.  I see you DID have clothes on your list.


			
				


	Edited January 20, 2010 by DAYVAPE",
443,1574881340-15725,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,,,"January 30, 2010"
444,1574881422-16422,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping Around Children,https://www.vaportalk.com/forum/topic/6707-vaping-around-children/,,,
445,1574881365-15933,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,What My Doctor Said...,https://www.vaportalk.com/forum/topic/3442-what-my-doctor-said/,Vapor Talk Respected Member,,
446,1574881380-16090,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping While Sick Doesn't Really Feel All That Great!,https://www.vaportalk.com/forum/topic/4660-vaping-while-sick-doesnt-really-feel-all-that-great/,,"OK, I'm not ""that"" kind of doctor but I do know enough to call BS on this one. I can't believe an MD would say something like that!  
Number 1, the flu (and cold for that matter) are a virus. The reason you get over a flu or cold is that your body develops anti-bodies to the virus. The virus is still in your body and will be there until you die and maybe even a good while after that!
Number 2, nicotine will kill damn near anything, including you. A virus wouldn't stand a chance against even a low concentration of nic. Plus, as it was mentioned, PG is a potentent anti-germacide.
So what's really happening is that your are having a relapse because your immune system is just having a tough time dealing with this particular virus. You may also be getting secondary infections because your immune system is trying to fight off the virus instead of killing bacteria. Basically, it sounds like you are really run-down.
Like I said, I'm not an MD doctor but from experience you could try beta glucan (from the health food store), vitamin C (dissolve it in some VG and vape it), lots of water, and rest, rest, rest.
And the reason we don't like to vape when we are sick is because the PG dries out your mucus membranes and makes you feel like crap.
Anyway, I'm not saying we shouldn't clean our carts. It's probably a good idea since God knows what type crap collects on them from the air, carpet, fingers, whatever. But as for you condition, I would put money on the fact it has nothing to do with the carts.
Hope this helps and get well soon!",
